name,url,description,found_by
catalystneuro/neuroconv,https://github.com/catalystneuro/neuroconv,Create NWB files by converting and combining neural data in proprietary formats and adding essential metadata.,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
rolod0x/rolod0x,https://github.com/rolod0x/rolod0x,Your free private onchain address book,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
phanxuanquang/EngAce,https://github.com/phanxuanquang/EngAce,Personalize the way Vietnamese learn English using generative AI,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
0xsend/sendapp,https://github.com/0xsend/sendapp,The Send App monorepo.,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
j5ik2o/oni-comb-rs,https://github.com/j5ik2o/oni-comb-rs,A Rust crate for LL(k) parser combinators.,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
flatironinstitute/neurosift,https://github.com/flatironinstitute/neurosift,Browser-based NWB visualization and DANDI exploration,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
mizdra/css-modules-kit,https://github.com/mizdra/css-modules-kit,A toolkit for making CSS Modules useful.,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
supervova/immortal,https://github.com/supervova/immortal,,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
readyyyk/glance-client,https://github.com/readyyyk/glance-client,,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
re-worthy/backend-python-gen,https://github.com/re-worthy/backend-python-gen,Ai generated api for worthy,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
Builder106/lovable-mcp,https://github.com/Builder106/lovable-mcp,,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
makram7x/cyber-security,https://github.com/makram7x/cyber-security,,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
uglyboy-tl/UglyRAG,https://github.com/uglyboy-tl/UglyRAG,,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
HarleyCoops/KaggleFineTune,https://github.com/HarleyCoops/KaggleFineTune,,"code_search: filename:.clinerules (indexed desc), code_search: filename:.clinerules (indexed asc)"
